iter	Passed	Remaining
731	305087	111698
732	305489	111276
733	305864	110844
734	306237	110412
735	306602	109976
736	306979	109546
737	307347	109112
738	307722	108681
739	308101	108251
740	308485	107824
741	308860	107393
742	309252	106968
743	309633	106540
744	310023	106115
745	310404	105687
746	310776	105256
747	311146	104824
748	311518	104394
749	311900	103966
750	312266	103534
751	312639	103104
752	313013	102675
753	313381	102243
754	313750	101813
755	314112	101380
756	314478	100948
757	314850	100519
758	315221	100089
759	315599	99662
760	315965	99232
761	316340	98804
762	316701	98372
763	317073	97944
764	317449	97517
765	317814	97087
766	318182	96657
767	318549	96228
768	318915	95799
769	319300	95375
770	319668	94946
771	320027	94515
772	320408	94091
773	320784	93665
774	321152	93237
775	321520	92809
776	321882	92380
777	322259	91955
778	322619	91526
779	322984	91098
780	323349	90670
781	323717	90243
782	324100	89820
783	324482	89398
784	324877	88979
785	325253	88555
786	325644	88134
787	326018	87710
788	326385	87284
789	326757	86859
790	327128	86434
791	327500	86010
792	327874	85586
793	328251	85163
794	328623	84739
795	328997	84316
796	329366	83891
797	329725	83464
798	330102	83041
799	330471	82617
800	330835	82192
801	331198	81767
802	331563	81342
803	331931	80918
804	332301	80495
805	332665	80070
806	333033	79647
807	333402	79224
808	333764	78799
809	334140	78378
810	334525	77959
811	334914	77541
812	335289	77120
813	335668	76700
814	336047	76280
815	336417	75858
816	336781	75435
817	337163	75016
818	337533	74595
819	337929	74179
820	338320	73762
821	338696	73342
822	339080	72924
823	339443	72502
824	339810	72081
825	340200	71664
826	340580	71245
827	340952	70825
828	341319	70404
829	341680	69982
830	342047	69562
831	342419	69142
832	342800	68724
833	343165	68303
834	343539	67884
835	343903	67464
836	344285	67047
837	344667	66630
838	345048	66213
839	345414	65793
840	345795	65376
841	346161	64956
842	346529	64537
843	346903	64119
844	347283	63702
845	347670	63287
846	348040	62869
847	348427	62453
848	348798	62035
849	349179	61619
850	349555	61202
851	349921	60784
852	350288	60366
853	350671	59950
854	351065	59537
855	351443	59121
856	351800	58701
857	352167	58284
858	352528	57865
859	352905	57449
860	353281	57033
861	353642	56615
862	354012	56198
863	354395	55784
864	354773	55369
865	355152	54954
866	355532	54539
867	355927	54127
868	356295	53710
869	356668	53295
870	357059	52882
871	357464	52471
872	357842	52057
873	358213	51641
874	358585	51226
875	358964	50812
876	359336	50397
877	359705	49981
878	360068	49565
879	360459	49153
880	360846	48740
881	361221	48326
882	361597	47912
883	361966	47497
884	362329	47082
885	362702	46668
886	363068	46253
887	363437	45838
888	363827	45427
889	364196	45013
890	364556	44597
891	364940	44185
892	365307	43771
893	365677	43357
894	366067	42946
895	366442	42533
896	366841	42123
897	367224	41711
898	367592	41297
899	367973	40885
900	368342	40472
901	368714	40059
902	369093	39647
903	369460	39234
904	369848	38823
905	370228	38412
906	370602	38000
907	370976	37587
908	371353	37176
909	371723	36763
910	372098	36352
911	372464	35939
912	372840	35528
913	373238	35118
914	373605	34706
915	373997	34296
916	374396	33887
917	374783	33477
918	375176	33067
919	375544	32656
920	375938	32246
921	376308	31835
922	376682	31424
923	377072	31014
924	377454	30604
925	377853	30195
926	378241	29786
927	378611	29375
928	378990	28964
929	379359	28553
930	379746	28144
931	380115	27733
932	380482	27322
933	380857	26912
934	381230	26502
935	381595	26091
936	381970	25682
937	382345	25272
938	382710	24861
939	383078	24451
940	383451	24042
941	383817	23632
942	384188	23222
943	384560	22812
944	384927	22403
945	385301	21993
946	385664	21584
947	386045	21175
948	386412	20766
949	386802	20358
950	387189	19949
951	387573	19541
952	387957	19133
953	388369	18726
954	388757	18318
955	389148	17910
956	389510	17501
957	389893	17093
958	390270	16685
959	390653	16277
960	391073	15870
961	391457	15462
962	391846	15055
963	392310	14650
964	392807	14246
965	393276	13842
966	393777	13438
967	394273	13033
968	394747	12628
969	395155	12221
970	395534	11813
971	395909	11404
972	396279	10996
973	396644	10588
974	397012	10179
975	397376	9771
976	397743	9363
977	398118	8955
978	398483	8547
979	398858	8139
980	399232	7732
981	399603	7324
982	400001	6917
983	400498	6512
984	400879	6104
985	401259	5697
986	401640	5290
987	402013	4882
988	402379	4475
989	402765	4068
990	403151	3661
991	403543	3254
992	403926	2847
993	404301	2440
994	404661	2033
995	405036	1626
996	405394	1219
997	405768	813
998	406133	406
999	406520	0
