iter	Logloss
361	0.2374693759
362	0.237253841
363	0.2370184854
364	0.2367311216
365	0.2364317541
366	0.23603171
367	0.2357577536
368	0.2355288597
369	0.2353047092
370	0.2349692336
371	0.23467081
372	0.2343554939
373	0.2341362804
374	0.2337728768
375	0.2335357303
376	0.2333209456
377	0.2329848166
378	0.2327293741
379	0.232382887
380	0.2320086897
381	0.2316713991
382	0.2312210652
383	0.2309061606
384	0.2306504034
385	0.2303166703
386	0.2299505078
387	0.2296574326
388	0.2293910269
389	0.2291353666
390	0.2287797557
391	0.2284549045
392	0.2282076177
393	0.2278717065
394	0.2276100685
395	0.2273359911
396	0.2271561528
397	0.2269026948
398	0.2265448574
399	0.2262055823
400	0.2259109098
401	0.2256249981
402	0.2253244689
403	0.22513662
404	0.2248415603
405	0.2246343505
406	0.2242951722
407	0.2239556551
408	0.2236539159
409	0.2232886972
410	0.2229467841
411	0.2226746428
412	0.2225225632
413	0.2220377185
414	0.2218030163
415	0.2214855947
416	0.221136857
417	0.2208477749
418	0.2205400338
419	0.2203342035
420	0.2200981219
421	0.2198450995
422	0.2194730076
423	0.2191730351
424	0.2189074039
425	0.2186051807
426	0.2182525465
427	0.2180138996
428	0.2177166859
429	0.2174020475
430	0.2171032366
431	0.2168203501
432	0.2165524198
433	0.2161915089
434	0.2159584039
435	0.2157159332
436	0.2154367494
437	0.2151697871
438	0.2148064077
439	0.2146395412
440	0.2144442868
441	0.2142588338
442	0.2139180098
443	0.2137965687
444	0.2134770901
445	0.213049965
446	0.212731527
447	0.2123464876
448	0.2120221446
449	0.2118538986
450	0.21146944
451	0.211071332
452	0.2109029408
453	0.2108190841
454	0.2107389542
455	0.2103679031
456	0.2100661154
457	0.2097210079
458	0.2094278358
459	0.209019636
460	0.208648125
461	0.208279494
462	0.2080549804
463	0.2077179318
464	0.2072253912
465	0.2068564213
466	0.2065515117
467	0.2062710453
468	0.2058903137
469	0.2055445285
470	0.2052172329
471	0.2048274985
472	0.2046349062
473	0.2041998673
474	0.2040508128
475	0.2039172712
476	0.2036290604
477	0.2032612522
478	0.2028386164
479	0.2026937002
480	0.2023156792
481	0.2020131776
482	0.2017452473
483	0.2016156988
484	0.2012825708
485	0.2009261976
486	0.2007048544
487	0.2003362355
488	0.1999406686
489	0.1997857816
490	0.1994377215
491	0.1991954443
492	0.19886781
493	0.1985663369
494	0.1982774606
495	0.1981616947
496	0.1979702398
497	0.1976148226
498	0.197323998
499	0.1970620817
500	0.1966952052
501	0.1964302033
502	0.1961283914
503	0.1960350962
504	0.1959411718
505	0.1956719951
506	0.1953840989
507	0.1951066576
508	0.1950270481
509	0.1948948738
510	0.1945810462
511	0.1942626687
512	0.1940311126
513	0.19381104
514	0.193465642
515	0.193083894
516	0.1927836068
517	0.1924640072
518	0.1923616849
519	0.1920658508
520	0.1919736204
521	0.1917207432
522	0.1915127469
523	0.1912324983
524	0.1910016319
525	0.1907906952
526	0.1904794691
527	0.1902065292
528	0.1898901846
529	0.1898155485
530	0.189493202
531	0.1891745704
532	0.1888234489
533	0.1885422685
534	0.1882859305
535	0.1881941357
536	0.1878737859
537	0.1876124262
538	0.1872987437
539	0.1872250635
540	0.1870038776
541	0.1866335525
542	0.186375109
543	0.1860434814
544	0.1857699486
545	0.1854213197
546	0.1851034989
547	0.1847485293
548	0.1844764849
549	0.1842205583
550	0.1839083642
551	0.183592552
552	0.1833018485
553	0.1830216362
554	0.1828997474
555	0.1826150094
556	0.1823628219
557	0.1821003974
558	0.1818445434
559	0.1815555219
560	0.1813561896
561	0.1810797405
562	0.1808008713
563	0.1805137495
564	0.1802166327
565	0.1801502733
566	0.1799302491
567	0.1797480511
568	0.1795021559
569	0.1792342014
570	0.1789291104
571	0.1788607907
572	0.1787744775
573	0.1786789679
574	0.1784597423
575	0.1781526425
576	0.1778811425
577	0.1775216111
578	0.1774583373
579	0.1772489858
580	0.1770022314
581	0.1767065183
582	0.1764374142
583	0.176224251
584	0.1759635205
585	0.1756401092
586	0.1754013291
587	0.1751696642
588	0.17486035
589	0.1745803434
590	0.1744492339
591	0.1741704011
592	0.1739062582
593	0.1735626874
594	0.1734784192
595	0.1731910312
596	0.1729307969
597	0.1726614871
598	0.1724102556
599	0.1721714513
600	0.1718215398
601	0.1717597544
602	0.1714783562
603	0.1713113807
604	0.1710121947
605	0.1708314005
606	0.1707602735
607	0.1706175354
608	0.170395321
609	0.170228164
610	0.1699744156
611	0.1697317028
612	0.1696433446
613	0.1693951745
614	0.169319292
615	0.1691713749
616	0.1688734837
617	0.168787836
618	0.1685692275
619	0.168397303
620	0.1681375163
621	0.1679241716
622	0.1676555758
623	0.1674565823
624	0.1673927882
625	0.1672358562
626	0.1670021341
627	0.1669430351
628	0.1666630768
629	0.1664292459
630	0.1661919421
631	0.1659143192
632	0.1655968735
633	0.1652641811
634	0.1650552772
635	0.1648318406
636	0.1645855219
637	0.1644969459
638	0.1642096426
639	0.1638884578
640	0.1636689781
641	0.1636291068
642	0.1633814086
643	0.1631500825
644	0.1629773593
645	0.1627166409
646	0.1624948742
647	0.162219853
648	0.1619971182
649	0.1619412984
650	0.161884571
651	0.1616621388
652	0.1614327608
653	0.161298711
654	0.1610881615
655	0.1608477236
656	0.1607878985
657	0.1605511271
658	0.1604648865
659	0.1603920775
660	0.160085002
661	0.1598491744
662	0.1596302634
663	0.1594144986
664	0.1592203574
665	0.1591644529
666	0.1590932049
667	0.1588829337
668	0.1587862987
669	0.1586413584
670	0.1584425706
671	0.1583877309
672	0.1581258025
673	0.1579356787
674	0.1577293039
675	0.1575307702
676	0.1573609028
677	0.1572151275
678	0.1570098659
679	0.1568388247
680	0.1566270651
681	0.156413914
682	0.1561956685
683	0.1559946301
684	0.1557659781
685	0.1555070385
686	0.1553282409
687	0.1551890483
688	0.1550420024
689	0.1549867272
690	0.1547298084
691	0.1545090218
692	0.1543063255
693	0.1540922064
694	0.1538657204
695	0.1536228746
696	0.1535874079
697	0.1534331501
698	0.1532333096
699	0.153162715
700	0.1530827546
701	0.1528336648
702	0.1525949815
703	0.1523878202
704	0.1522432671
705	0.1522083449
706	0.1521741608
707	0.1521210999
708	0.1519207149
709	0.1516972541
710	0.1516328792
711	0.1514286825
712	0.1513952608
713	0.1513078222
714	0.1510970912
715	0.1510644802
716	0.151032317
717	0.1510011702
718	0.1509700839
719	0.1508676406
720	0.1507317031
721	0.1506799854
722	0.1506493105
723	0.1504764905
724	0.1502502829
725	0.1500435934
726	0.150013693
727	0.1499667429
728	0.1497638167
729	0.149580082
730	0.1493918459
731	0.1491848418
732	0.1489376519
733	0.1487727214
734	0.1486454842
735	0.1485873411
736	0.1483643522
737	0.1481531493
738	0.148069232
739	0.1480221608
740	0.1477825821
741	0.1477370478
742	0.1475226987
743	0.147313456
744	0.1471541523
745	0.1470915683
746	0.1468707939
747	0.1467093242
748	0.1466806701
749	0.1464552732
750	0.1462553601
751	0.1461706078
752	0.1461424862
753	0.1459171135
754	0.145752183
755	0.1456498729
756	0.1456047016
757	0.1454106451
758	0.1452503371
759	0.1451825619
760	0.1450098992
761	0.1449824794
762	0.144827665
763	0.1447600713
764	0.1445285879
765	0.1444806576
766	0.1442121344
767	0.1440978689
768	0.1439274085
769	0.1438839434
770	0.1436778469
771	0.1435909407
772	0.143331142
773	0.1431395662
774	0.1430766433
775	0.1428867494
776	0.1426247363
777	0.1424548688
778	0.1423759975
779	0.1423487228
780	0.1423039629
781	0.142139577
782	0.1419426527
783	0.1419006396
784	0.1417217209
785	0.1415617638
786	0.1413869956
787	0.141216632
788	0.1410162107
789	0.1409110569
790	0.1407616152
791	0.1405898237
792	0.1402727894
793	0.1401434346
794	0.1398881735
795	0.1397804303
796	0.1395775283
797	0.1395223498
798	0.1394965272
799	0.1392948111
800	0.1392532579
801	0.1392278588
802	0.1391881448
803	0.1390077257
804	0.1388788911
805	0.1386849194
806	0.1385073076
807	0.1382414223
808	0.1381840415
809	0.1379666431
810	0.1378462305
811	0.1375595565
812	0.1374077309
813	0.1372167117
814	0.1371909617
815	0.1371256914
816	0.1369055582
817	0.1367913896
818	0.1366489298
819	0.1364771142
820	0.1363392527
821	0.1362648948
822	0.1360422326
823	0.1358340306
824	0.135792066
825	0.135608186
826	0.1354201194
827	0.1353957126
828	0.1352843633
829	0.1352168423
830	0.1350498305
831	0.1348027132
832	0.1346820586
833	0.1345345288
834	0.1343346761
835	0.13429518
836	0.134240788
837	0.1340604294
838	0.1339419408
839	0.1339180785
840	0.1338030023
841	0.1336220024
842	0.1335630969
843	0.1335246172
844	0.1333909787
845	0.1332816866
846	0.1331335759
847	0.133011312
848	0.1329326584
849	0.1329092802
850	0.1327111942
851	0.1326162896
852	0.1325723526
853	0.1323745086
854	0.1321906529
855	0.1319946725
856	0.13188751
857	0.1316818128
858	0.1316587371
859	0.1315301083
860	0.1313954292
861	0.1311980209
862	0.131160848
863	0.1310132455
864	0.1308853186
865	0.1307867354
866	0.1306134919
867	0.1305436596
868	0.1303652129
869	0.1302319617
870	0.1300346744
871	0.1298617696
872	0.1298232778
873	0.1297318824
874	0.1295920485
875	0.1293992021
876	0.1292105061
877	0.129059576
878	0.1290223184
879	0.1288703114
880	0.1288336225
881	0.1287842523
882	0.1286598345
883	0.1284718404
884	0.1283645327
885	0.1283423887
886	0.128320632
887	0.128132057
888	0.1279456481
889	0.1277880748
890	0.1277375792
891	0.1275874598
892	0.1274757234
893	0.1273846547
894	0.127160601
895	0.1270546244
896	0.1268845391
897	0.1267736134
898	0.126726748
899	0.1265508665
900	0.1264517994
901	0.1263015832
902	0.1261476763
903	0.1261260769
904	0.1259885299
905	0.1259520468
906	0.1259028944
907	0.125740626
908	0.1256018691
909	0.1254390562
910	0.1252473715
911	0.1251197712
912	0.1250539321
913	0.12493381
914	0.1249131423
915	0.1247547945
916	0.124721518
917	0.124585883
918	0.1244352191
919	0.124260584
920	0.1241116747
921	0.1239324051
922	0.1238973014
923	0.1238139286
924	0.123793878
925	0.1236696659
926	0.1235318165
927	0.123374824
928	0.123191174
929	0.1230788325
930	0.1229240545
931	0.1228884546
932	0.1227855032
933	0.1227519242
934	0.1226297571
935	0.1225171373
936	0.1224698967
937	0.122303853
938	0.1222408334
939	0.122139213
940	0.1219806717
941	0.1219078022
942	0.121753496
943	0.1216104554
944	0.1215761504
945	0.1214188917
946	0.1212801952
947	0.1211499812
948	0.1210122528
949	0.1208765936
950	0.1207206902
951	0.1207012204
952	0.1206171579
953	0.1204414337
954	0.1202990466
955	0.1202538511
956	0.120220865
957	0.1200066853
958	0.1199492682
959	0.1198549929
960	0.1196892638
961	0.1195384426
962	0.1194329258
963	0.1194135649
964	0.1192069602
965	0.1190801949
966	0.1189807526
967	0.1189470042
968	0.1187842397
969	0.1187518465
970	0.1186146868
971	0.1184859854
972	0.1184671691
973	0.1182786789
974	0.1181598394
975	0.1180405401
976	0.1179505121
977	0.1178079071
978	0.1177764336
979	0.1177299312
980	0.1175687035
981	0.1174088069
982	0.1172706308
983	0.1172521411
984	0.1171025542
985	0.1169550122
986	0.1168369956
987	0.11671887
988	0.1166998964
989	0.1165594332
990	0.1164715107
991	0.116325203
992	0.1162066781
993	0.1160612658
994	0.1160159735
995	0.1158752683
996	0.1158256561
997	0.1157938317
998	0.1156382065
999	0.115543423
